iter	Logloss
0	0.6019328833
1	0.510336558
2	0.4470478694
3	0.4123311838
4	0.3685002327
5	0.3332294424
6	0.3100205064
7	0.2928777138
8	0.2676037153
9	0.2483879526
10	0.2349326412
11	0.2237233122
12	0.2168668707
13	0.2055537502
14	0.1993984977
15	0.1920503775
16	0.1867554983
17	0.1829366684
18	0.1792158286
19	0.17446057
20	0.1683161259
21	0.1653313537
22	0.1636765897
23	0.1609242161
24	0.1586575508
25	0.1535763144
26	0.1510834694
27	0.14993156
28	0.1476318836
29	0.1455716292
30	0.1441738804
31	0.1426844796
32	0.1414807141
33	0.1394870579
34	0.1378673613
35	0.1368523836
36	0.1361059745
37	0.1345885595
38	0.1334842841
39	0.1318059166
40	0.1308319171
41	0.1292614241
42	0.1272656123
43	0.1253225009
44	0.1237468322
45	0.1229618092
46	0.1220257779
47	0.1209106147
48	0.120084395
49	0.1191932758
50	0.1179487109
51	0.1171062092
52	0.1161229213
53	0.1153836151
54	0.114501675
55	0.1131520768
56	0.1119278371
57	0.1111174424
58	0.110547622
59	0.109691004
60	0.1083972255
61	0.1075292826
62	0.1065160433
63	0.1058600148
64	0.1049838265
65	0.1037327449
66	0.102571696
67	0.1021477481
68	0.1009696722
69	0.1004050771
70	0.09947108229
71	0.09847122431
72	0.09770059586
73	0.09676158428
74	0.09596042832
75	0.09463029106
76	0.09359313051
77	0.09284553925
78	0.09169050058
79	0.09068335096
80	0.08943670988
81	0.08859944344
82	0.08823869626
83	0.08790018161
84	0.08681505919
85	0.08627478282
86	0.08539400498
87	0.08452501893
88	0.08393967152
89	0.08283431331
90	0.08228353659
91	0.08162531753
92	0.08095304171
93	0.07893571258
94	0.07837293545
95	0.07773585121
96	0.07695197066
97	0.07628165185
98	0.07579241196
99	0.07527893782
100	0.07475239038
101	0.07434948285
102	0.07370392481
103	0.07310798764
104	0.07243075967
105	0.07178272307
106	0.07072347403
107	0.07026441395
108	0.06970827281
109	0.06922389567
110	0.06844265262
111	0.06773546338
112	0.06717031201
113	0.06668926279
114	0.06622476379
115	0.0655742536
116	0.06490744154
117	0.06453124682
118	0.0640895466
119	0.06356078386
120	0.06301080187
121	0.06215038896
122	0.06157628198
123	0.0609027644
124	0.0603265663
125	0.05988241235
126	0.05917136868
127	0.0585694164
128	0.05799415708
129	0.05766414603
130	0.05726982653
131	0.05654391646
132	0.05614836017
133	0.05544534326
134	0.05508619547
135	0.0546558698
136	0.05397067467
137	0.05354919036
138	0.05301313599
139	0.05250582596
140	0.05189672609
141	0.05151964724
142	0.05106386542
143	0.05051864187
144	0.05024745564
145	0.04969605803
146	0.04926832517
147	0.04892693957
148	0.04850489398
149	0.04818210006
150	0.04778788487
151	0.04752732317
152	0.04722582301
153	0.04671645164
154	0.04642766714
155	0.04606291652
156	0.04560061296
157	0.0453385512
158	0.04506831368
159	0.04447532197
160	0.04420672854
161	0.04381378492
162	0.04344080885
163	0.0431672285
164	0.04272289077
165	0.04241752625
166	0.04202074806
167	0.0417424043
168	0.04146624853
169	0.04119641334
170	0.04097320884
171	0.04064106445
172	0.04037415733
173	0.04010906816
174	0.03986584395
175	0.03963174919
176	0.03936646134
177	0.03899558137
178	0.0387947013
179	0.03853107492
180	0.03835426023
181	0.03810534626
182	0.03782751163
183	0.03755739331
184	0.03734299044
185	0.03710568945
186	0.03693690399
187	0.03676566482
188	0.03642895073
189	0.03615350773
190	0.03588823477
191	0.03555815667
192	0.03516015907
193	0.03490094095
194	0.03469657401
195	0.0344538937
196	0.03416263064
197	0.03389037649
198	0.03368434807
199	0.03334479779
200	0.03327081601
201	0.03297097484
202	0.03259167075
203	0.03236199915
204	0.03219968081
205	0.03186708192
206	0.03161243598
207	0.0314117223
208	0.03121685485
209	0.03100689749
210	0.03079852462
211	0.03051705162
212	0.03026125828
213	0.03011595706
214	0.02966190626
215	0.02950084209
216	0.02933227271
217	0.02907528232
218	0.028854539
219	0.02864810824
220	0.0283472687
221	0.02820707113
222	0.0280315727
223	0.02776238322
224	0.02761995544
225	0.02747369806
226	0.02730282644
227	0.02722857893
228	0.02705291907
229	0.02690994243
230	0.02670081208
231	0.0266204079
232	0.02645144363
233	0.02627970278
234	0.02618542065
235	0.02604986727
236	0.02594494323
237	0.02567926049
238	0.02543435246
239	0.02523734172
240	0.02508838226
241	0.02490919083
242	0.02467581878
243	0.02451061209
244	0.02435400834
245	0.02415923774
246	0.02404453357
247	0.02386031797
248	0.02366960297
249	0.02349941929
250	0.02340761324
251	0.0232757777
252	0.02303162714
253	0.02292435865
254	0.02284351736
255	0.02274644126
256	0.02262262752
257	0.02239943296
258	0.02230274677
259	0.02219534914
260	0.02205190559
261	0.02190290888
262	0.02180403471
263	0.02173131208
264	0.02164257814
265	0.02148674925
266	0.02137797077
267	0.02131622533
268	0.02114012837
269	0.02106992155
270	0.02090095977
271	0.02079326535
272	0.02067948878
273	0.02054811021
274	0.02035674329
275	0.0202967599
276	0.02013480167
277	0.02003743748
278	0.01990359649
279	0.0198188598
280	0.01967790102
281	0.01953312258
282	0.01945253586
283	0.01935530206
284	0.01925079897
285	0.01915492117
286	0.01904609303
287	0.01886638502
288	0.01871077965
289	0.01866855721
290	0.01851782699
291	0.01842940475
292	0.01834595203
293	0.01819679638
294	0.01811258992
295	0.01801337798
296	0.01794983447
297	0.01782646279
298	0.01773587863
299	0.01770566901
